Text,Emoji,retweet_count,favorite_count
"@GOPLeader @CynleeF @RepStefanik She's a liar who despite a Harvard education doesn't pay attention to the rules. She has a bright future, no doubt. She'd be better off mirroring the behavior of Nancy Pelosi rather than Donald Trump.",,0,0
"I am a 66-year-old mixed or other race woman with a bachelor's degree who voted for Donald Trump.
I think one of the most important problems facing the country is ""illegal aliens violence, jobs, edication, american exclusions.""",,0,0
"@JulieWilcoxWX @aravosis One can hope. 

I’ve never wished bad things on another human being in my entire life, and I’m proud to say I still haven’t. Donald Trump does not remotely resemble a human being. https://t.co/3dOPD62ggR",,0,1
"Donald Trump, President of the United States of America, walks out on to the White House lawn to tell Frank his latest tweet… https://t.co/qXsUxBHOPC",,0,0
"President ShitSplash Is Done ✅ 

In a CBS interview, Nancy Pelosi said Trump’s attacks against those who disagree with him are due to ""his own insecurity as an imposter."" https://t.co/za5dcLZWaG",✅,2,11
"‼️‼️Woooohooo, y'all.‼️‼️ Tonight we WON. Louisiana beat Donald Trump. Democrat  Gov. John Bel Edwards was re elected to a 2nd term defeating Republican sleazeball Eddie Rispone. It feels so good to take a deep breath of victory.",,0,1
Check out Donald Trump &amp;amp; Jeffrey Epstein Rape Lawsuit and Affidavits on Scribd: @Scribd ReadMore   @PressSec  FYI: DEMS have this.  https://t.co/feS3KDcIKx,,0,0
"@realdonaldtrump Current: Partly cloudy with scattered tweets; 65% chance Donald Trump posted this himself.

Tweet Forecast: Becomes President and Federal Government that wants our wonerful City and State to flourish and thrive. I Love New York!",,0,5
Twitter reportedly cracks down on users tweeting 'I hired Donald Trump to fire people like Yovanovitch' https://t.co/hqGP6OawkR,,0,0
놀라운 월터 리드 의료 센터 (Walter Reed Medical Center)에서 대수술을 받고있는 한 청년 가족을 방문했습니다. 이들은 전 세계 어디에서나 최고의 의사 중 일부입니다. 또한 나의 연간 육체 중 하나의 https://t.co/MJejISaI7d,,0,0
The only Democratic Governor in the Deep South just won reelection https://t.co/EznyHw6j0Z,,0,0
Bernie Sanders won't ever be Donald Trump's baba.,,0,0
"Apparently Donald Trump sucks at winning elections when he doesn’t have Russia, Wikileaks and James Comey helping him.",,10,36
"@ColMorrisDavis @realDonaldTrump @RepMarkMeadows @BuncombeDems @NCDemParty Colonel, during his victory speech, the Governor said, “and as for President Donald Trump (dramatic pause) God bless his heart.” (Wild cheers.)

It was awesome.",,0,0
"@4YrsToday Donald Trump's Name Is Mud!!! Everything he touches, DIES!!!!!",,0,0
@realdonaldtrump https://t.co/boOiEeaXxD https://t.co/rhikiPoWDC,,2,17
"@karaswisher @EliseStefanik She is trying to hard to be a female trump...I'd get on photoshop now but she is so not worth it. She's trying to be donald trump, for God's sake...she is Meg Griffin pathetic.",,0,0
@kalistacat Did Donald Trump resign? Maybe that’s why they are setting them off.,,0,1
"Well Done. 
You out there...Wake up! 
If you don't love America and the people, then You need to leave. Go somewhere else to live. 
In 2020 We are going to 
re-elect for President Donald J Trump, for President of the US!!🇺🇸🇺🇸🇺🇸 🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸 https://t.co/Tl5IxgYLeV",🇺🇸,0,1
Donald Trump Jr. whines after the New York Times exposes bulk-buying scheme for his ‘bestselling’ book | Raw Story https://t.co/16aITab71z,,0,0
"It is Sunday, November 17, 2019.  One citizen, I call for the resignation or impeachment of the fascist Donald J Trump as President of the United States. Please RT fellow citizens and pass it on. #Resist #Resistance #TheResistance #ImpeachTrump @realDonaldTrump https://t.co/nJAyxMTCwe",,0,1
@NOTYELEMENT @Ijyotsnapujhari Donald trump loves you😂 https://t.co/ygmUITds8S,😂,0,1
"@BoycottUtah @realDonaldTrump It is Sunday, November 17, 2019.  One citizen, I call for the resignation or impeachment of the fascist Donald J Trump as President of the United States. Please RT fellow citizens and pass it on. #Resist #Resistance #TheResistance #ImpeachTrump @realDonaldTrump",,0,0
"@realDonaldTrump ""Everywhere Donald Trump went turned bad. He started off with casinos, how did that go? Then fast forward to Virginia, Kentucky, Louisiana...""",,0,0
"MAYBE SOMEONE FINALLY TOLD TRUMP THE TRUTH
THAT HALF OF HIS TWITTER FOLLOWERS ARE FAKE AND HE BLEW A FUSE?
https://t.co/G4hWjOAN6R https://t.co/0ImSpxP58Z",,0,0
@UrsulaDaughter  yup... https://t.co/gvpIzKYkUH,,0,0
Donald Trump is going to be arrested.,,3,11
@FTWRANCHIDAHO @themouthmatusow @ericbolling @realDonaldTrump Show me a politician who gives away his yearly salary $$$ and I’ll show you Donald Trump,,0,0
Donald Trump visits hospital for unscheduled two-hour medical checkup https://t.co/BDjeUH0SB4 via @guardian https://t.co/L1UiX0CeBc,,0,0
"PRESIDENT DONALD J. TRUMP has unleashed Prosperity on America!  And Dems hate it!  Voters want more #Winning, not bullshit witchhunts and lies. These lying Dems belong in prison for perjury and treason! #VoteDemsOUT",,3,4
"(CNN) The ousted US ambassador to Ukraine testified Friday that she was ""shocked and devastated"" after learning that President Donald Trump had disparaged her in his July phone call with the Ukrainian President... https://t.co/FGKE8gF5OR",,0,0
"@EmeraldRobinson @gbroh10 But the American people, her citizens want president Donald J Trump to stay in office and continue undoing the damages done. Please God father in heaven protect and guide president Trump.",,0,0
"-Our Republicans have not historically been the crazy kind
-Mike Foster, for example, started our free tuition for state schools program
-Rispone basically didn’t debate
-Rispone’s entire platform was just saying “Donald Trump” over and over again...",,0,0
"@otdon We are here for the  same purpose. To get our President Donald J Trump reelected in 2020 and to put the socialist democrats on notice, they are tearing our country apart with hoax impeachment.",,0,0
@realDonaldTrump Donald Trump is a sicko!!,,0,0
@realDonaldTrump Who is Rush L? Who sucks and licks what is between the legs of Donald trump. No need to retweet as trump now can say in quotes anything adding names of his friends who then get investigated and convicted. Great. May be you are draining the swamp. Exposing the bad guys.,,0,0
"Donald is having chest pains!  Cover is physical.  Even I, 1000x more healthier than tRump, will have issues under severe stress.  He should resign as the stress will become tenfold.",,0,0
@USArmy Donald Jr. compares Trump family’s ‘sacrifice’ to slain American soldiers on eve of Veterans Day https://t.co/JDW05ZMq18,,0,0
@tedlieu @realDonaldTrump @parscale Nice try again Teddy those same States gained Republican Representatives throughout the state you leaving that part out and Donald Trump's base has grown and has raised millions of dollars. Now instead of your narrative try the truth,,0,1
"@phil_mckraken @laylow88861429 @SofaKingBueno @Conard_The_Best @MickeySueThomas @Goathead19 @JimHaf @Alawnguy @BeJamesMadison1 @jones7955 @MadisonSedona @BrooklynPrivat1 @ShlomoIndiana @DectiveSamSpade @akvawe66 @KKatMiss @TrumpSugar @calijeff1 @AbrahamAlyzah @SpaceForceBravo @GOPkleptocrat @gorillastyle @finsukmiaz @Pittstock @onefreedomagent @donnnie @shinobi_tony @zaharias19 @imvala @donald_aper @HouseOfJames2 @ThereseOSulliv2 @miss_simone247 @pursuitofMAGA @camp_terrence @Schanette55 @LSweetApps @LynnesCommunity @RealJesusTLord @OurTrivialLife @TheNostrajamus @keithannstockd3 @robert_sicario @FWLVIEWS @ThomasSchuback @PwrCane1 @OregonDarryl @JCStill1 @terryloohoo @SeanTDel Trump has been harder on Russia than Obama ever was. He armed Ukraine against Russia and increased energy production, reducing how much is being bought from Russia, especially in Europe. https://t.co/K0Ru8J0ddW",,0,0
"@StCollinson...heads up re: typos

The second-to-last paragraph needs to be fixed. It does not read well.

The 13th from the last paragraph reads, ""...but they've taken away the Republicans rights."" Needs either ""sic"" or an apostrophe after Republicans.

https://t.co/qD5Mpu1jMA",,0,0
"@Jopup1 @tedcruz you have lost any credibility with your deference to Donald Trump after his many verbal abuses of you and your family on the campaign. 

Trump plays the role of a Mafia Don bc of his innate fears, intellectual &amp; emotional insecurity, &amp; total lack of his own identity.",,0,1
Donald Trump pardons three soldiers in war crimes cases https://t.co/4CX9rw1EhU,,0,0
another GIANT rally for Donald Trump https://t.co/KfmPKFCLMC,,2,2
https://t.co/MrPEG3F75M,,0,1
We can only hope Donald Trump campaigns for Donald Trump.,,6,36
Stephen A intelligent enough to tell you why he voted for Donald Trump. We can’t afford his kind.,,0,3
"Want to know what the hell happened to Alabama football? Donald Trump happened. He comes to our game, we LOSE that game, and in the next game I lost track of all the ridiculously serious injuries. #TrumpCurse is real. #alabamafootball #EverythingHeTouchesGoesToShit",,0,0
"Conservative Democrat John Bel Edwards will hang on to his #LAGov seat for another term. #LAPol 

https://t.co/8whOaw9tJ3",,0,1
"Twitter Suspends Numerous Accounts for Tweeting: ""I Hired Donald Trump to Fire People Like Yovanovitch"" https://t.co/dIq5CVAFNr via @gatewaypundit",,20,9
@sfpelosi It’s like he was projecting with his now criminal tweet about Ambassador Yovanovitch. Switch out her name for his. “Everywhere Donald Trump went turned bad”. He’s not very good at this winning thing.,,0,0
"Really?
Twitter Suspends Numerous Accounts for Tweeting: ""I Hired Donald Trump to Fire People Like Yovanovitch"" https://t.co/UDUb84rqIu via @gatewaypundit",,0,0
Donald Trump Jr. And Charlie Kirk Booed Off Stage By MAGA Supporters For Canceling Q&amp;A At Free Speec https://t.co/qpqmntpx0q,,0,0
"@RjsAmerica @Sixteen_Tons @4YrsToday Trump —&gt; Global Mafia 

ZEMBLA - Dubious Friends of Donald Trump: Russians
https://t.co/vUv2VYIA6I via @YouTube

ZEMBLA - Friends of Trump: King of Diamonds 
https://t.co/w27O2mN1GC via @YouTube

ZEMBLA - Friends of Trump: The Billion $ Fraud
https://t.co/vC83JgxSkV via @YouTube",,0,0
@realDonaldTrump @EddieRispone And another kiss of death by the treasonous criminal Donald Trump. GOP lawmakers should wake up.,,16,221
"@Bennus_H @calijeff1 @TrumpSugar @laylow88861429 @SofaKingBueno @Conard_The_Best @MickeySueThomas @Goathead19 @JimHaf @Alawnguy @BeJamesMadison1 @jones7955 @MadisonSedona @BrooklynPrivat1 @ShlomoIndiana @DectiveSamSpade @akvawe66 @KKatMiss @AbrahamAlyzah @SpaceForceBravo @GOPkleptocrat @gorillastyle @finsukmiaz @Pittstock @onefreedomagent @donnnie @shinobi_tony @zaharias19 @imvala @donald_aper @HouseOfJames2 @ThereseOSulliv2 @miss_simone247 @pursuitofMAGA @camp_terrence @Schanette55 @LSweetApps @LynnesCommunity @RealJesusTLord @OurTrivialLife @TheNostrajamus @keithannstockd3 @robert_sicario @FWLVIEWS @ThomasSchuback @PwrCane1 @OregonDarryl @JCStill1 @terryloohoo @SeanTDel You have the author of a book. 

Adam Schiff has sworn testimony from a dozen witnesses,  text messages,  emails and receipts, plus statements from Mulvaney,  Trump and Giuliani.

Who's surprised Donald Trump is in trouble? He's a beaver beating box barbarian.",,2,2
You better hope nothing happens to Donald Trump because then we would have to learn a bunch of other names of people to blame for everything that’s wrong,,1,5
Donald Trump 'Should Have Been Impeached The Day He Walked In' Says Former Richard Nixon Counsel #Topbuzz https://t.co/TbgSVtkD5d,,0,0
donald trump is a dumb fat fuck who looks like absolute shit. this is an underdiscussed aspect of his presidency,,0,0
@DavidWaddell5 She can rap about it again when Donald Trump pardons Roger Stone 😂,😂,3,19
"Donald Trump asked about Ukraine probes, says Embassy official - The Hindu When ⁦@realDonaldTrump⁩ requested Ukraine for probe in Biden corruption he will naturally enquire with ambassador about progress in this, Impeachment for propaganda in media https://t.co/YArPwNMW4m",,0,0
"@HuffPost Donald Trump is talking trash about Ambassador Yanovitch, why doesn't he come forth and tell his truth? Oh, I know, the truth is foreign to him.",,0,1
Harvard constitutional law professor Laurence Tribe dumped on Donald Trump’s political allies and defenders as he dissected the latest developments in the impeachment inquiry into the president. https://t.co/EdMCI4zRa6 via @HuffPost,,0,0
"@realDonaldTrump Donald, looks like Louisiana put the voodoo right back on you, bro. The Trump magic is beginning to fade. “Oh no, I’m melting”",,0,0
"I hope Donald Trump has a heart attack and drops dead tonite. Bonus points if Mike Pence gets so distraught he has a stroke and drops dead too.

These are horrible people, you wish death on horrible people.",,0,0
"@realDonaldTrump @EddieRispone Guess what
Donald ""J""ackass Trump.  Bless Your Heart.
Everyone Is On To You And Your Pathetic
Administration.  Get Use To Your New Reality...... Everything You Touch Dies.
Can Hardly Wait For You To Be Out Of Office
So The Great SDNY Will Write Your Final Chapter.
🇺🇸",🇺🇸,0,0
@TreyQuinn9 They’ll do and say anything to please their cult leader Donald Trump,,0,1
The Impeachment of President Donald Trump - A National Debate https://t.co/jDLq8GJXh0 via @msnbc,,0,0
Would you want Donald Trump endorsing you if you ran for office?,,45,16
@GeraldoRivera Yes let's vote and see the re-election of President Donald J. Trump. Yes let's take a vote.,,0,0
@prayingmedic Or could it be the “I hired Donald Trump to fire people like Ambassador Yovanovitch” bot theory? https://t.co/US8XZwH82L,,0,0
DONALD TRUMP WANTS HIS BLUE BLAZER BLACK,,0,4
Fox News? More Like Trump’s Impeachment Shield https://t.co/JPBEkcqshN,,0,0
"@jones7955 @phil_mckraken @SofaKingBueno @Conard_The_Best @MickeySueThomas @Goathead19 @JimHaf @Alawnguy @BeJamesMadison1 @MadisonSedona @BrooklynPrivat1 @ShlomoIndiana @DectiveSamSpade @akvawe66 @KKatMiss @TrumpSugar @calijeff1 @AbrahamAlyzah @SpaceForceBravo @laylow88861429 @GOPkleptocrat @gorillastyle @finsukmiaz @Pittstock @onefreedomagent @donnnie @shinobi_tony @zaharias19 @imvala @donald_aper @HouseOfJames2 @ThereseOSulliv2 @miss_simone247 @pursuitofMAGA @camp_terrence @Schanette55 @LSweetApps @LynnesCommunity @RealJesusTLord @OurTrivialLife @TheNostrajamus @keithannstockd3 @robert_sicario @FWLVIEWS @ThomasSchuback @PwrCane1 @OregonDarryl @JCStill1 @terryloohoo @SeanTDel If you read his report he doesn't make the case that Russians tried to specifically help Trump. Stein got more positive influence than anyone.

Mueller's report found no connection between Trump's campaign and the Russian efforts in the 2016 election.",,0,0
Donald Trump is a spoiled brat. He grew up as a very rich kid. And now he thinks he can do anything he wants. https://t.co/vH6xJHbi8t,,0,0
"@mrwhite90864194 @chrisg409ubc @KordMikey @TomDoubting @aaronaretools @jim16919077 @r0xie_f0x @RealGreyrider @RickySi16087724 @mbees39 @lostandlovinit @wlbeattie @Mongo3804 @FlashToso @JDW714 @nitronut128 @wil_ced @Black_is_back5 @Allie4Christ @AllaraTravel1 @baldwinb317 @Vickie627 @SlimJimJohn1 @hrt6017 @CcNieukirk @Yuwantokno1 @GPoopon @lanny33571893 @HavokHawk @MarlaineDettlo1 @Lostprayer2 @WalkedAwa @NeoDJT @Vincenz42493578 @skeeduu @instinctnaturel @ord3001 @MzDeplorable @calekst @FalconSays @aleeyun_nvaazun @DM7013 @RogerLHaviland @PatriotSally @Khary_Illah @VeteranHusker @usmc_army @truebluebadass @realDonaldTrump @DonaldjtrumpJ Since I did that tweet there has been more evidence shared with the public. On Friday there was testimony from a State Department staffer. First person witness.
https://t.co/BGmkYDrg7T",,0,1
"@EliseStefanik So your campaign tactic is to impersonate Donald Trump on Twitter?

SAD!",,0,0
friendlyjordies is not so unable to tell what the weather is! . Also Donald Trump was born in Pakistan,,0,0
Myself I am voting for Donald Trump in 2020 from Texas but you can't beat pulling people off the voter trees imaginary foter trees I mean this is priority number one I don't like saying it Donald Trump you need to get your s*** together on voter fraud,,0,0
"Today I Learned: Gakupo doesn't know that Donald Trump that should be protecting the support, but I'm fast as fucc boiiiiii",,0,0
Great interview! 🇺🇸  Interview 1: President Donald J. Trump. The Dan Bongino Show 11/15/2019. https://t.co/C4nZt1MM7L via @YouTube,🇺🇸,0,0
"@KweenZaba Aow makhi, ema nyana it's just blankets, what's with the Donald Trump tendency.",,0,2
"@rockinwendi @lopezrl2 @dcexaminer @KellyannePolls @wolfblitzer I believe Donald Trump had an interview with someone,  they were talking about church. They asked him if he had a favorite scripture,  he said that was private. Since when is the word of God private? He also said he doesn't have to ask God for forgiveness. God forgives sins!",,0,1
Worth noting is Donald Trump campaigned HEAVY for @JohnBelforLA’s opponent. And yet here we are! Just notice!👏🏽👏🏽 https://t.co/QmHTFkhjAA,👏,0,2
@kim @EliseStefanik I think Donald Trump is running her account at the moment👍🏻,👍,0,8
"❤️❤️ His victory came despite President Donald Trump traveling to the state twice over the final 11 days of the race to campaign for Rispone, a businessman who mostly self-funded his campaign.❤️❤️ https://t.co/DuBWIGT7At",,0,1
wouldn’t it be cool if epstein truthers cares that donald trump has been accused of sexual assault by dozens of women! one of which was a child at the time! but Nooooooooooooo,,0,0
".#Louisiana #Governor #Election results: Democrat John Bel Edwards defeats Republican Eddie Rispone :::: 
https://t.co/qPVMz8FzBB",,0,0
U know how Donald Trump is a disrupter?  He overthrew the truism about the cover-up being worse than the crime in Washington; Congratulations Donald your amorality makes you the biggest crook Washington D.C. has ever seen!  You broke the mold you moldy orange bastard!,,0,0
The only Democratic Governor in the Deep South just won reelection https://t.co/Jd47g9PY1R,,0,0
@mmpadellan You don't have to look any further than Bill Barr and donald trump...,,0,1
"😺✏ — Donald trump, renounce and confess all my crimes. https://t.co/Hmvhsckw55",😺,0,1
@MSNBC @MaddowBlog “I would like you to do us a favor though” the one line that will bring down DONALD J TRUMP,,0,0
"Democrat Edwards reelected governor of Louisiana-
Narrowly winning a second term Saturday as the Deep South's only Democratic governor and handing Donald Trump another gubernatorial loss this year.
https://t.co/IgTb0wUzvW",,0,0
Mike Pompeo took over a crumbling State Department. Marie Yovanovitch's testimony shows how he made it worse. || via: MotherJones https://t.co/eniOQwMrt5,,29,54
"@realDonaldTrump BREAKING NEW: Trump’s rallies aren’t helping his endorsed candidates anymore! Another Democrat won! John Bel Evans has won re-election, in Louisiana for Governor! Americans want politicians who will take an oath to work 4 them &amp; not take an oath to serve Donald Trump’s interest!",,0,1
"@Redistrict Donald trump in the morning, Rispone was treated so unfairly, so unfair.",,0,0
"""Corporations have just gave Donald Trump for the VA. We will end up Republican last",,0,0
@JohnBrennan Donald Trump is THE President of the United States. Something you'll never be. Shut up and sit down. #Trump2020LandslideVictory,,0,0
From Discover on Google https://t.co/17rIFh8Rsc,,0,0
"@realDonaldTrump BREAKING NEW: Trump’s rallies aren’t helping his endorsed candidates anymore! Another Democrat won! John Bel Evans has won re-election, in Louisiana for Governor! Americans want politicians who will take an oath to work 4 them &amp; not take an oath to serve Donald Trump’s interest!",,0,2
"Wait, you mean the Three Stooges: Donald Trump, Mike Pence &amp; John Kennedy, couldn’t pull this one out either? Wow, looks like Louisiana didn’t like the Three Stooges. https://t.co/eIwUfaPPZH",,0,0
if donald trump was running 50 years ago his slogan would be “save segregation” that’s the human being he is,,0,0
"@realDonaldTrump BREAKING NEW: Trump’s rallies aren’t helping his endorsed candidates anymore! Another Democrat won! John Bel Evans has won re-election, in Louisiana for Governor! Americans want politicians who will take an oath to work 4 them &amp; not take an oath to serve Donald Trump’s interest!",,0,2
@NSHHousecats You’ve clearly never heard Donald Trump?,,0,0
"Donald Trump will survive impeachment says Richard Nixon's son-in-law

Yea, we know that already! 👍🏻 https://t.co/hhhonqrQB8",👍,1,1
Is Trump 6ft 3inches?? https://t.co/SaqJW2KCnh,,0,0
"@realDonaldTrump BREAKING NEW: Trump’s rallies aren’t helping his endorsed candidates anymore! Another Democrat won! John Bel Evans has won re-election, in Louisiana for Governor! Americans want politicians who will take an oath to work 4 them &amp; not take an oath to serve Donald Trump’s interest!",,0,7
@EliseStefanik I think donald trump is the one with the serious accusations to warrant creep.,,0,1
@AbdulmominGhum1 @AbdulmominGhum3 @xtrakrizp @Martin75548654 @abdulmominghum2 @CNN @cnnbrk @nytimes @washingtonpost @realDonaldTrump @FLOTUS @SenateGOP @NewYorkFBI @FBINewark @PressSec @WhiteHouse @CIA @StateDept @FBI @UTAustin @TravisCountyTX @SpecNewsATX @SenateDems @HouseDemocrats @HouseGOP @USEmbassySLO @100XDevelopment @AlabamaFTBL @politico @CNNPolitics @latimes @IngrahamAngle @BillOReilly @Forbes @foxnewsalert @HillaryClinton @BillClinton @BarackObama @GretaThunberg @ArianaGrande @peta @SpeakerPelosi @MeghanMcCain @cindymccain @MichelleObama @MSNBC @maddow @Google @EricTrump Maybe Donald Trump or Mv could relate to the uniformity of it all. I am a problem everywhere. I see if you’re able to be good and act according to what is true and legal. If you fail you’re basically going to get churned through my self defense one man doj factory—,,0,0
"@BankerBun @davidaxelrod @realDonaldTrump @JohnBelforLA Face it. Louisiana trends Republican and strongly supported Donald Trump in 2016. Trump came to La and inserted himself into the governors race, just like in Kentucky. Both states went for the democrats. Deny it all you want, but Trump is toxic",,0,0
Donald Trump visits hospital for unscheduled two-hour medical checkup - The Guardian https://t.co/wbSb4lh7Vt https://t.co/SNoGEQSU4z,,0,0
@Amy_Siskind Donald Trump is toxic,,0,0
"If Trump survives impeachment, his next act will be to “stand in the middle of Fifth Avenue and shoot somebody and I wouldn’t lose any voters”. https://t.co/bVkUY56gG0",,0,0
"KNUS is owned by Salem Media, which is a pro-Trump as radio conglomerates go (they syndicate Sebastian Gorka's radio show.) So I'm not surprised they would do that to him.

But my God, those call letters, ""K-Anus"" LMFAO!!!

https://t.co/GuLgDH2Aou",,0,0
@maggieNYT Even someone as dilusional as Donald Trump has to start realizing that he's now toxic.,,0,0
"Donald Trump arrives at Walter Reed for unannounced physical exam https://t.co/H04FmaOG0h via @MailOnline 
WTF is this Donald? Your separation physical?",,1,2
Harvard Law Professor Delivers Scathing Assessment Of Trump’s Defenders https://t.co/RSAalZE6do,,0,0
@realDonaldTrump Fake Donald Trump.....what an embarrassment to the United States He is. His mother should have ate him at birth when his bones were soft!,,0,0
"Louisiana Democratic Gov. John Bel Edwards narrowly won reelection, CNN projected Saturday night, beating out Republican challenger Eddie Rispone, who was backed by President Donald Trump https://t.co/EBWeMbsnPA",,0,1
Donald trump lit he rock wit ++++yoppa,,0,0
"""Climate change must be an organizing principle in American diplomacy. Whether it’s negotiating new trade agreements or addressing security threats, my administration will consider impacts of climate change as we make foreign policy decisions."" - @ewarren https://t.co/n3fGIPNb5F",,11,45
https://t.co/I1YxlqJgLL,,0,2
"@phil_mckraken @calijeff1 @TrumpSugar @laylow88861429 @SofaKingBueno @Conard_The_Best @MickeySueThomas @Goathead19 @JimHaf @Alawnguy @BeJamesMadison1 @jones7955 @MadisonSedona @BrooklynPrivat1 @ShlomoIndiana @DectiveSamSpade @akvawe66 @KKatMiss @AbrahamAlyzah @SpaceForceBravo @GOPkleptocrat @gorillastyle @finsukmiaz @Pittstock @onefreedomagent @donnnie @shinobi_tony @zaharias19 @imvala @donald_aper @HouseOfJames2 @ThereseOSulliv2 @miss_simone247 @pursuitofMAGA @camp_terrence @Schanette55 @LSweetApps @LynnesCommunity @RealJesusTLord @OurTrivialLife @TheNostrajamus @keithannstockd3 @robert_sicario @FWLVIEWS @ThomasSchuback @PwrCane1 @OregonDarryl @JCStill1 @terryloohoo @SeanTDel Then ask yourself; why isn't there an inquiry into it?

There is a lot more meat on this than there ever was for Trump-Russia or Trump-Ukraine garbage.",,0,0
"How long before republicans realize that they need to avoid donald trump like the plague? 

Narrator: Never...that’s never going to happen. They’ll keep losing because of it! Fine with us. 

#LAGov #KYGov",,0,3
"Ohio Senator Sherrod Brown appeared on Real Time with Bill Maher and accused President Donald Trump of ""bribing"" a foreign leader.
https://t.co/PPzf1Xn7oe",,0,0
Senior Army officer recalls impeachment witness Vindman as 'anti-American' https://t.co/L5eXSPYeBJ via @real Donald Trump,,0,0
I really think it doesn't matter how many people vote for Donald J Trump if you can just wait till the end and then put in how many votes you need for the other side to win they need to get something fixed on voter ID fraud make it Priority number one,,2,3
"@EliseStefanik Donald Trump is as innocent as Roger stone, and the Other stooges who have gone to jail while working for Trump.",,0,1
"Pence should not be allowed to take over the presidency I think he is as guilty as Donald Trump is, and if he becomes president he is is going to start jailing people if they don't Praise Jesus. https://t.co/cgcxA8eqAO",,0,0
@realDonaldTrump I am DONE. I am FINISHED. I am OVER Donald J Trump....You said you’d FIGHT for me NOT your POCKET!! I was WRONG about you. FRAUD SHAM  DISGRACE #GONE2FAR #Trump #Trump2020,,0,0
The world is tired of The Russian Republicans party selling out our national Security. Remove them all at Next Ballot Box . And arrest Donald Trump .#lagov,,0,3
"@Briteeye777 @stlpcs MANY of our elected officials, including Schiff, ARE CIA or have IC connections. They work directly with “career foreign service professionals” (code for also CIA), and media for their own interests. 

They are criminals and Donald Trump is the first President to expose them.",,0,0
"@TreyGibbs28 @QTAnon1 “Eye Hyred Donald Trump 2 Fyre Peple Lyke Yonanowitch!""

The other sentence will get you banned!",,0,0
"#TriggerDonaldTrumpJr #BulkSales
https://t.co/dytvZr2hwI",,0,0
Interview 1: President Donald J. Trump. The Dan Bongino Show 11/15/2019. https://t.co/DwISe4R7v9 via @YouTube,,0,0
@PressSec He's just got the $hi+s after another election loss...no Trump magic in a State as red as Donald Trump...except he is Russian Red. https://t.co/4QtsOkqa6A,,0,0
"Crucial to the Russians was the failure of the White House — first under Barack Obama and then, famously, under Donald Trump — to act on the evidence and call out the Russians.",,0,0
"It’s getting harder &amp; harder to remember there was once a fairytale time when opening Twitter and finding hundreds of tweets/replies all fervently &amp; unashamedly hoping the President of the US was desperately ill or dead would’ve been fucking wild.

https://t.co/d8ON1UKXi7",,4,31
@renato_mariotti @HelenG63105 Lindsey Graham will eventually say the Kurds are better off dead and that they should thank Donald Trump for being brave enough to green light Erdogan to go in and kill them.,,0,0
@EliseStefanik @gtconway3d If you care so much about misogyny you won’t be unconditionally defending Donald Trump you TRASH,,0,0
"Republican Party and donors spent 4.8 million in just 5 weeks. I can think of at least I million better ways to spend this kind of money. BTW it’s not how money you spend, it’s what ur message is. Ppl care more abt local issues not Donald Trump issues. https://t.co/7bAKsDbWIS",,0,0
"@EliseStefanik You can tell she doesn’t fall far from the lying and corrupt Donald Trump tree. Bye, Elise.",,0,0
The only Democratic Governor in the Deep South just won reelection https://t.co/aFvnPGJ8XC,,0,0
"...I think the case of Donald Trump is the same.

I despise the man, what he represents and symbolises, what he says and what he's done across the board, but I can't imagine myself referring to him in person as anything other than ""Mr. President"". 

The tone was crispy, mind 🔥",🔥,0,0
"@jmclaughlinSAIS @SLMH17 This guy Donald Trump is dangerous. He’s off the deep end with friends like Kim in North Korea, Putin, and MBS. He was willing to rent a spot for Qaddafi to put his tent yeah. This guy is not to be trusted",,1,2
Donald Trump arrives at Walter Reed for unannounced physical exam https://t.co/5aw2lNB9UL,,0,0
Donald Trump in Home Alone 2! Baru sadar anee!!!,,0,0
Mystery of Donald Trump’s Walter Reed hospital visit deepens https://t.co/eBsOkCYqoJ,,39,82
"@gtconway3d No Don Jr tweets or Donald Trump tweets in awhile? I wonder why.🤔🤔🤔🤔🤔
Could it be @realDonaldTrump is still at Walter Reed after having a Heart Attack?",🤔,0,0
@EddieRispone thank God you lost You're  dirty with your Donald Trump bull crap ! We are still in control In Louisiana And the Republican power is coming to an end New world order republican bull crap! WE PUT A STOP TO YOU !,,0,0
"Nancy Pelosi rips ""impostor"" Donald Trump to pieces     https://t.co/Aue3oKsXiu",,18,77
Mike Pence aide just gave impeachment testimony that totally screws Donald Trump https://t.co/47kxuBWWt4,,37,116
"White House record of Trump's 1st call with Ukrainian president differs from earlier description. 

Were Donald Trump and his White House lying then, or ate they lying now ? 

#TrumpBribery 
#SaturdayThoughts 
#ImpeachmentHearings https://t.co/fTorPcBH5k",,0,1
"@realDonaldTrump @EddieRispone Edwards WON!
🎵If you're happy &amp; you know it vote for Blue
🎶If you're happy &amp; you know it vote for Blue
🎵If you're happy &amp; you know that Trump's endorsement surely blows it
🎶If you're happy &amp; you know it vote for Blue

VOTE BLUE AMERICA!
SAVE OUR COUNTRY FROM DONALD TRUMP!",🎵🎶,0,0
@JakeASnider1 Donald Trump is our President.,,0,1
"@KateMaltby @maitlis ...I think the case of Donald Trump is the same.

I despise the man, what he represents and symbolises, what he says and what he's done across the board, but I can't imagine myself referring to him in person as anything other than ""Mr. President"". 

The tone was crispy, mind 🔥",🔥,0,0
